id,submitdate,lastpage,startlanguage,seed,Randomisierung,Alter,Sex,Bildung,Partnerschaft,OPselbst,OPandere,BildVG,AnnaVG[Eig1],AnnaVG[Eig2],AnnaVG[Eig3],AnnaVG[Eig4],AnnaVG[Eig5],AnnaVG[Eig6],AnnaVG[Eig7],AnnaVG[Eig8],AnnaVG[Eig9],AnnaVG[Eig10],AnnaVG[Eig11],AnnaVG[Eig12],AnnaVG[Eig13],AnnaVG[Eig14],AnnaVG[Eig15],BildKG,AnnaKG[Eig1],AnnaKG[Eig2],AnnaKG[Eig3],AnnaKG[Eig4],AnnaKG[Eig5],AnnaKG[Eig6],AnnaKG[Eig7],AnnaKG[Eig8],AnnaKG[Eig9],AnnaKG[Eig10],AnnaKG[Eig11],AnnaKG[Eig12],AnnaKG[Eig13],AnnaKG[Eig14],AnnaKG[Eig15],SexCompetition[SexComp1],SexCompetition[SexComp2],SexCompetition[SexComp3],SexCompetition[SexComp4],SexCompetition[SexComp5],SexCompetition[SexComp6],SexCompetition[SexComp7],SexCompetition[SexComp8],SexCompetition[SexComp9],SexCompetition[SexComp10],SexCompetition[SexComp11],SexCompetition[SexComp12],PhysComp[PhysComp1],PhysComp[PhysComp2],PhysComp[PhysComp3],PhysComp[PhysComp4],PhysComp[PhysComp5],PhysComp[PhysComp6],PhysComp[PhysComp7],PhysComp[PhysComp8],PhysComp[PhysComp9],PhysComp[PhysComp10],BodyImage[BodyIm1],BodyImage[BodyIm2],BodyImage[BodyIm3],BodyImage[BodyIm4],BodyImage[BodyIm5],BodyImage[BodyIm6],BodyImage[BodyIm7],BodyImage[BodyIm8],ACSS[ACSS1],ACSS[ACSS2],ACSS[ACSS3],ACSS[ACSS4],ACSS[ACSS5],ACSS[ACSS6],ACSS[ACSS7],ACSS[ACSS8],ACSS[ACSS9],ACSS[ACSS10],ACSS[ACSS11],ACSS[ACSS12],ACSS[ACSS13],ACSS[ACSS14],ACSS[ACSS15]
617,1/1/1980 0:00,8,de,1079825614,2,20,1,1,0,0,1,,,,,,,,,,,,,,,,,"ordentlich, zuversichtlich, verlässlich, streng, ein bisschen eingebildet vielleicht",3,5,4,3,3,4,4,3,5,4,4,2,4,3,3,1,1,2,4,2,2,2,1,5,4,3,3,4,3,3,4,4,4,4,3,3,3,4,3,2,2,2,4,5,4,4,3,1,3,3,2,1,1,2,6,1,2,2,4,2
618,,7,de,1765526256,2,18,2,1,1,0,1,,,,,,,,,,,,,,,,,tüchtig,5,3,3,1,1,2,1,2,3,4,4,1,1,4,5,1,2,2,4,1,2,2,2,5,2,4,1,4,3,2,3,4,3,3,2,3,4,5,3,5,6,5,3,7,5,,,,,,,,,,,,,,,
619,1/1/1980 0:00,8,de,782810993,2,23,1,3,0,0,0,,,,,,,,,,,,,,,,,"gepflegt, erfolgreich, beliebt, sportlich",1,5,3,1,5,5,5,3,3,1,1,5,5,1,3,7,7,2,1,1,1,2,1,1,1,1,3,5,1,1,1,5,1,1,2,2,2,6,2,2,4,7,1,5,3,7,7,4,3,4,7,5,5,3,1,1,1,5,4,7
620,1/1/1980 0:00,8,de,680765348,1,21,1,1,0,0,0,"Unselbstbewusst, Ambitioniert",5,1,3,1,1,5,5,5,5,4,4,2,5,1,1,,,,,,,,,,,,,,,,,1,3,3,2,1,1,1,1,7,1,1,1,5,4,4,5,5,1,5,5,5,5,4,6,7,1,4,7,2,7,6,5,2,3,7,3,1,1,1,7,4,1,1,5,1
621,1/1/1980 0:00,8,de,1130203498,2,21,1,1,0,0,0,,,,,,,,,,,,,,,,,"Karriereorientiert, selbstbewusst, kontaktfreudig, sportlich",1,3,1,1,5,5,5,5,1,1,1,4,5,1,1,1,1,1,4,1,1,1,1,2,1,1,1,4,2,1,2,3,2,2,1,3,4,6,2,5,1,2,2,5,2,7,7,7,4,7,7,7,7,1,1,2,1,1,7,1
622,1/1/1980 0:00,8,de,2141270041,1,29,1,3,0,0,0,"freundlich, durchsetzungsfähig, ehrgeizig, korrekt, verantwortungsbewusst, oberflächlich",3,4,3,2,3,5,4,4,4,2,3,3,5,2,1,,,,,,,,,,,,,,,,,2,2,3,4,1,1,2,1,4,2,3,2,3,1,3,4,2,4,4,4,4,3,5,2,2,1,2,3,2,3,5,5,4,4,4,5,5,5,2,4,4,3,2,5,2
623,1/1/1980 0:00,8,de,348462097,2,20,1,1,0,0,1,,,,,,,,,,,,,,,,,"Zielstrebig, ordentlich",2,2,2,1,4,5,5,4,3,1,2,4,5,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,4,3,1,1,1,2,3,1,1,5,1,3,6,4,2,5,5,1,5,7,1,1,1,1,7,1,1,1,5,1
624,1/1/1980 0:00,8,de,1411220224,1,20,1,1,1,0,0,,4,5,5,4,3,4,5,3,5,5,5,2,5,4,3,,,,,,,,,,,,,,,,,2,3,5,4,1,1,4,1,4,6,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,4,5,5,5,2,4,5,2,2,2,3,6,2,4,4,4,4
625,,3,de,505067963,2,22,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1/1/1980 0:00,8,de,800295492,1,21,1,1,1,0,1,"freundlich, gut organisiert, charismatisch, oberflächlich, dominant, braucht viel Bestätigung ",3,5,5,4,4,5,5,3,4,3,3,4,4,3,2,,,,,,,,,,,,,,,,,3,1,4,6,1,1,2,1,4,5,2,1,3,2,1,1,1,1,1,1,1,1,3,1,2,1,4,2,6,1,6,2,2,4,5,1,4,7,1,4,1,1,1,4,2
627,,1,de,1524160680,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1/1/1980 0:00,8,de,631551792,2,37,1,1,1,0,0,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,3,1,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,3,2,2,2,2,1,3,2,5,5,2,2,3,1,2,1,1,6,2,1,1,3,1
629,1/1/1980 0:00,8,de,2013327045,2,24,1,3,1,0,1,,,,,,,,,,,,,,,,,"Gesellig, Zielstrebig, Streng, Eitel ",1,5,5,3,5,5,5,5,5,4,1,5,5,4,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,6,1,3,4,4,1,4,6,4,1,1,1,6,1,1,1,6,3
630,1/1/1980 0:00,8,de,1607949099,1,22,1,1,1,1,1,,3,4,3,2,4,5,5,3,4,3,3,3,5,3,2,,,,,,,,,,,,,,,,,5,2,5,3,1,1,3,1,3,3,4,4,5,4,4,5,5,5,4,4,4,5,5,2,2,2,5,2,1,3,7,7,7,6,6,7,7,7,4,1,1,2,3,7,7
631,1/1/1980 0:00,8,de,1485111290,2,50,1,3,1,0,0,,,,,,,,,,,,,,,,,Ihre Augen wirken traurig.,3,3,2,2,4,4,4,4,3,2,2,3,5,2,1,1,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1
632,1/1/1980 0:00,8,de,676703401,1,28,1,3,0,0,1,"Zielstrebig, weiß was sie will, selbstbewusst ",5,4,3,3,5,5,5,5,3,2,3,5,5,2,1,,,,,,,,,,,,,,,,,1,3,1,3,2,1,1,1,5,2,2,2,5,3,4,4,5,4,4,4,5,5,6,5,3,6,5,4,1,3,7,7,5,5,7,7,7,7,4,1,7,6,5,7,7
633,1/1/1980 0:00,8,de,309758081,1,21,1,1,0,0,0,"- Selbstständig
- aufs Äußere achtend (bei sich)",3,2,1,2,4,5,5,5,2,1,3,3,5,1,1,,,,,,,,,,,,,,,,,2,4,4,3,1,1,2,1,3,2,1,1,4,1,1,4,4,3,4,3,4,2,4,2,2,2,4,3,2,2,6,6,3,4,5,6,4,5,2,5,1,3,1,6,4
634,,1,de,1006868338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1/1/1980 0:00,8,de,1098447756,2,33,1,3,0,0,1,,,,,,,,,,,,,,,,,,3,2,1,1,4,4,4,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,2,2,1,2,1,2,1,5,3,2,4,2,2,4,1,5,3,3,5,5,3,4,5,1,4,1,1,1,5,4
636,1/1/1980 0:00,8,de,273338843,2,19,1,1,0,0,0,,,,,,,,,,,,,,,,,,2,3,2,3,4,4,4,4,2,2,2,4,3,2,2,3,4,5,4,3,2,3,2,4,4,3,2,3,2,1,3,2,3,3,2,2,3,2,2,1,2,3,2,2,3,2,3,1,2,1,1,1,1,1,7,1,1,1,1,1
637,1/1/1980 0:00,8,de,951115853,2,22,1,1,1,0,0,,,,,,,,,,,,,,,,,"freundlich, ambitioniert, gebildet, gepflegt, extrovertiert, eitel",1,4,3,3,5,5,4,3,4,4,2,4,4,2,2,6,1,3,1,1,2,2,1,1,1,1,1,3,1,1,1,2,1,1,2,2,2,4,3,3,2,2,1,1,2,4,2,1,2,2,1,1,1,1,7,1,1,1,2,1
638,1/1/1980 0:00,8,de,1955395578,2,42,1,3,1,0,1,,,,,,,,,,,,,,,,,"ehrgeizig, zielorientiert, freundlich, hilfsbereit",2,1,3,3,4,5,3,3,3,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,4,3,1,2,4,1,1,1,1,6,1,1,1,1,1
639,1/1/1980 0:00,8,de,327281613,1,23,1,3,0,0,1,"zielstrebig, empathisch, direkt, freundlich, sportlich",2,5,2,4,5,5,5,4,3,1,2,4,5,2,2,,,,,,,,,,,,,,,,,1,2,3,2,1,1,2,1,5,3,1,2,5,2,3,3,4,2,2,4,3,3,3,1,3,3,2,2,2,2,3,5,1,5,6,2,1,1,1,6,2,2,1,5,2
640,1/1/1980 0:00,8,de,1819534912,1,22,1,1,1,0,0,"Ehrgeizig, oberflächlich, emotional nicht sehr stabil, entschlossen, fleißig, ",5,5,3,2,3,5,5,4,5,3,5,2,5,3,2,,,,,,,,,,,,,,,,,2,2,1,3,1,1,1,1,4,3,1,2,4,3,2,5,2,3,5,3,2,4,2,3,1,3,3,1,1,3,3,4,4,1,4,3,4,4,1,2,1,1,1,3,5
641,1/1/1980 0:00,8,de,1374548794,1,18,1,1,0,0,1,,3,5,4,4,3,3,5,4,3,2,2,3,5,3,3,,,,,,,,,,,,,,,,,4,7,1,7,7,5,1,4,5,7,6,5,4,4,5,5,4,5,5,4,4,5,6,4,6,3,4,5,3,4,4,3,6,4,5,7,7,6,4,1,5,1,4,7,5
642,1/1/1980 0:00,8,de,1801705020,2,60,1,1,0,0,0,,,,,,,,,,,,,,,,,"Zielstrebig, erfolgreich, ehrgeizig, diszipliniert.",1,3,3,3,5,5,5,3,3,2,2,5,5,2,2,1,1,3,5,1,1,4,1,3,5,5,1,5,1,1,3,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1
643,1/1/1980 0:00,8,de,92300752,1,34,1,1,1,0,1,,4,5,4,3,5,5,5,5,5,3,4,5,4,3,2,,,,,,,,,,,,,,,,,1,3,4,3,1,1,4,1,3,3,1,1,3,1,1,2,1,2,1,1,1,1,2,3,3,2,2,4,2,4,5,7,4,6,7,1,1,1,1,7,2,1,1,4,4
644,1/1/1980 0:00,8,de,1145538387,2,40,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,2,3,2,1,2,2,2,4,5,5,1,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,1,7,1,1,1,1,1
645,1/1/1980 0:00,8,de,439240715,2,21,1,1,1,0,1,,,,,,,,,,,,,,,,,"ordnungliebend 
Ehrgeizig",2,5,3,2,5,5,3,3,4,1,4,3,5,1,1,1,2,1,5,1,1,1,1,5,1,1,1,4,1,1,4,4,4,3,1,2,3,1,5,3,1,5,5,2,3,7,4,1,2,4,1,2,1,1,6,1,1,1,5,1
646,1/1/1980 0:00,8,de,1032953008,2,20,1,1,0,0,1,,,,,,,,,,,,,,,,,,2,3,2,2,3,5,5,5,2,3,3,3,5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,2,2,1,2,2,1,1,3,3,3,3,1,4,2,7,5,5,3,7,3,3,3,1,2,1,1,1,6,1
647,1/1/1980 0:00,8,de,2050596144,2,29,2,3,1,0,0,,,,,,,,,,,,,,,,,"Nicht besonders reflektiert
Spricht Probleme in der Partnerschaft selten an
Hat gesellschaftliche Schönheitsideale verinnerlich und erwartet diese auch von anderen
akzeptiert keine alternativen Lebensstile z.B. Menschen, die nicht so viel Wert auf ihr Äußeres legen",3,5,2,3,4,4,2,3,5,3,5,3,4,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,4,1,4,4,4,1,1,4,1,1,1,1,7,1,1,1,4,1
648,,3,de,1104031558,2,35,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1/1/1980 0:00,8,de,1635390886,2,47,1,1,1,0,1,,,,,,,,,,,,,,,,,"Erfolgreich ,strukturiert ",4,4,4,3,4,5,5,5,5,4,3,4,5,3,3,2,2,4,4,3,2,4,1,5,5,3,2,3,1,1,2,2,2,2,2,3,2,2,2,4,2,2,5,2,3,2,2,2,2,3,3,3,3,2,4,2,2,1,2,4
650,1/1/1980 0:00,8,de,1907873315,1,27,2,3,0,0,0,"Zielsicher, energetisch, leistungsorientiert",2,4,2,4,4,5,5,5,3,1,2,3,5,1,1,,,,,,,,,,,,,,,,,2,3,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,3,2,1,1,2,2,3,2,1,2,3,1,3,6,6,3,4,6,2,2,1,1,4,1,2,1,6,6
651,1/1/1980 0:00,8,de,171680390,2,60,1,1,0,0,0,,,,,,,,,,,,,,,,,bewußtes Planen der Lebensumstände,2,2,3,3,2,4,4,4,3,1,2,3,5,2,2,2,1,2,1,2,2,2,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,4,3,1,2,2,3,2,2,1,5,2,2,1,3,2
652,1/1/1980 0:00,8,de,833667960,1,22,1,1,1,0,1,"- ehrgeizig 
- erfolgreich 
- selbstbewusst 
",1,5,3,3,4,4,4,3,1,3,3,3,4,3,1,,,,,,,,,,,,,,,,,1,1,3,4,2,3,3,2,5,3,4,1,3,1,1,1,3,2,3,1,1,1,2,3,4,5,5,7,4,6,5,4,2,3,4,5,5,7,1,1,1,6,1,2,2
653,1/1/1980 0:00,8,de,502984836,2,19,1,1,0,0,0,,,,,,,,,,,,,,,,,"organisiert, aktiv, erfolgreich",2,2,2,2,3,4,4,4,2,1,2,3,4,2,1,1,2,2,2,1,2,1,1,2,2,2,2,3,3,3,4,4,3,3,2,3,4,1,5,5,1,2,6,4,3,5,4,2,2,4,2,2,2,1,3,2,2,1,6,5
654,1/1/1980 0:00,8,de,1730096925,2,21,2,1,0,0,0,,,,,,,,,,,,,,,,,,3,5,4,4,3,5,3,1,5,5,4,2,4,4,3,1,1,3,5,1,1,2,1,5,4,1,1,1,3,4,5,4,4,4,4,3,4,6,4,5,3,5,5,2,3,7,6,5,5,6,6,7,6,2,2,1,1,2,5,5
655,,3,de,207130343,2,20,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1/1/1980 0:00,8,de,1095470204,2,32,1,3,0,0,1,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,3,3,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,6,5,6,6,6,3,1,6,1,2,4,5,1,2,1
657,1/1/1980 0:00,8,de,600946313,1,28,1,3,0,0,0,,3,5,3,3,4,5,5,3,5,3,3,3,4,5,3,,,,,,,,,,,,,,,,,1,1,1,4,1,1,1,1,2,5,5,1,1,1,1,3,1,3,1,1,1,3,1,2,2,3,2,1,2,2,1,1,1,2,2,1,1,1,1,7,1,2,1,3,1
658,,2,de,688185192,1,36,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1/1/1980 0:00,8,de,959561392,2,21,1,1,0,0,1,,,,,,,,,,,,,,,,,"ehrgeizig
gepflegt
emotional stabil",1,4,3,2,4,5,4,4,3,3,2,4,5,2,2,1,2,1,4,1,1,1,1,2,1,1,1,3,2,2,3,4,3,4,4,4,4,1,4,2,4,3,5,6,4,5,4,1,3,6,2,1,2,1,6,1,1,1,3,2
660,1/1/1980 0:00,8,de,2050558638,2,23,2,1,0,0,1,,,,,,,,,,,,,,,,,"ehrgeizig, fleißig, zielstrebig, sorgfältig",1,3,3,3,4,5,5,5,3,1,2,4,5,1,1,3,4,3,3,3,2,1,1,6,4,3,1,2,1,1,3,3,2,4,2,2,3,1,1,1,1,1,4,2,2,3,4,1,3,4,1,1,1,1,5,1,2,1,3,3
661,1/1/1980 0:00,8,de,2038390612,1,22,1,1,0,0,0,"freundlich, hilfsbereit, zielstrebig, eitel ",2,4,3,4,5,5,5,5,3,1,2,5,5,3,1,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,1,3,2,1,1,2,1,1,2,2,2,1,1,1,2,4,5,5,5,5,6,4,6,5,5,3,4,6,5,7,5,2,5,1,2,1,4,5
662,1/1/1980 0:00,8,de,206927833,1,23,1,3,1,0,1,,3,4,1,2,3,5,5,5,3,1,3,3,4,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,5,4,5,5,5,4,3,3,1,4,3,3,4,4,7,7,6,4,6,7,5,5,1,2,1,1,1,7,1
663,1/1/1980 0:00,8,de,964269149,2,35,1,3,1,0,1,,,,,,,,,,,,,,,,,,1,5,4,3,5,5,5,5,4,1,1,5,5,1,1,1,2,2,4,2,4,1,1,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,7,7,4,7,7,3,3,3,1,2,3,2,1,7,7
664,1/1/1980 0:00,8,de,1881261208,2,20,1,1,1,0,0,,,,,,,,,,,,,,,,,,2,4,4,3,3,5,4,3,4,2,3,3,5,2,2,3,3,3,6,1,1,1,1,5,4,4,3,3,4,5,5,5,5,5,4,5,5,4,2,2,1,2,3,3,3,7,7,3,7,7,5,5,7,1,2,1,2,1,7,5
665,,3,de,388012027,2,21,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1/1/1980 0:00,8,de,16098555,2,30,1,3,1,0,0,,,,,,,,,,,,,,,,,"Perfektionistisch, zielstrebig, tüchtig, weiblich",1,5,4,4,3,4,4,5,5,2,3,4,5,2,1,2,2,1,5,1,1,1,1,4,2,2,1,5,1,1,4,4,2,4,4,4,2,4,4,5,1,3,6,2,4,2,3,1,1,3,1,1,1,1,7,1,1,1,5,1
667,1/1/1980 0:00,8,de,312355860,1,27,2,3,1,0,1,,1,1,1,1,4,5,5,5,3,1,2,4,5,1,1,,,,,,,,,,,,,,,,,2,2,4,5,1,1,5,1,3,2,2,2,3,5,5,5,5,5,5,5,5,5,1,3,4,1,3,6,4,3,6,5,5,1,4,6,7,7,1,4,7,1,1,7,1
668,1/1/1980 0:00,8,de,526454066,1,20,1,1,1,0,0,,5,4,1,1,3,5,5,3,4,2,4,1,5,2,1,,,,,,,,,,,,,,,,,2,3,3,4,1,2,3,1,2,1,3,1,2,1,1,4,2,1,3,2,1,3,3,3,5,2,5,3,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
669,1/1/1980 0:00,8,de,833269801,2,23,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,3,5,3,5,5,5,4,3,2,1,5,5,1,2,1,1,1,7,1,1,1,1,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1
670,1/1/1980 0:00,8,de,794401541,2,21,1,1,1,0,0,,,,,,,,,,,,,,,,,"fleißig, ehrgeizig",2,4,3,2,5,5,5,5,3,2,2,5,5,1,1,1,2,2,4,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,5,5,2,5,5,1,1,2,1,6,1,1,1,2,1
671,,1,de,441832432,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1/1/1980 0:00,8,de,1671436694,2,25,1,3,0,0,0,,,,,,,,,,,,,,,,,"Zielstrebig 
",2,2,2,2,4,4,4,4,4,2,2,4,5,2,2,2,1,3,1,2,1,3,1,1,4,1,1,5,4,4,3,5,4,2,4,5,3,5,4,5,4,4,4,6,4,4,4,3,3,3,2,3,5,1,4,2,1,1,3,2
673,1/1/1980 0:00,8,de,1875250555,1,42,0,3,1,0,1,"Selbstbewusst, Erfolgsorientiert, selbstliebend, weißt was sie will, organisiert. ",1,4,3,3,5,4,4,3,2,1,1,5,4,2,1,,,,,,,,,,,,,,,,,1,1,2,2,1,2,1,1,1,2,1,2,3,1,1,1,1,1,1,2,2,1,2,7,5,2,4,7,4,3,6,5,5,4,4,5,5,5,2,1,5,1,2,5,5
674,,1,de,1971258049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1/1/1980 0:00,8,de,886205452,2,36,1,3,1,0,0,,,,,,,,,,,,,,,,,,1,3,4,2,5,5,4,4,3,1,2,4,5,2,3,1,2,2,4,1,1,1,1,5,2,2,1,3,1,1,2,3,1,2,1,1,1,3,3,5,1,2,6,5,2,5,4,1,6,5,1,2,1,1,7,1,1,1,5,1
676,1/1/1980 0:00,8,de,1433389270,1,22,1,1,0,0,1,"fleißig, motiviert, organisiert, tatkräftig, unsicher in Bezug auf ihren eigenen Körper",1,3,2,3,4,5,5,4,2,2,4,3,5,3,1,,,,,,,,,,,,,,,,,2,2,3,5,1,2,2,1,6,4,2,2,2,1,2,2,3,3,2,2,2,2,2,1,3,2,4,3,2,3,5,4,1,1,2,1,1,1,1,6,2,1,1,3,2
677,1/1/1980 0:00,8,de,1718813093,2,22,2,1,0,0,0,,,,,,,,,,,,,,,,,,3,5,4,3,3,5,5,3,4,3,4,3,5,3,2,4,4,4,5,4,2,2,2,2,1,2,1,2,2,2,4,4,3,4,3,4,3,3,6,7,7,6,7,6,6,3,1,2,2,2,1,1,2,1,6,1,1,1,1,1
678,1/1/1980 0:00,8,de,1326017012,1,23,1,1,1,0,1,"zielstrebig
verunsichert
",4,4,3,2,3,5,4,3,3,2,3,2,5,3,1,,,,,,,,,,,,,,,,,5,2,3,4,1,2,3,1,2,2,1,1,1,2,1,1,3,3,2,2,2,2,1,5,5,2,2,6,1,4,3,3,1,2,3,1,1,2,1,7,1,1,1,2,1
679,1/1/1980 0:00,8,de,1788018707,2,22,1,1,1,0,0,,,,,,,,,,,,,,,,,,2,5,3,3,4,4,4,4,3,2,2,4,4,2,3,3,4,3,4,1,1,2,1,5,3,3,1,3,2,2,3,3,3,3,4,3,4,2,3,3,2,3,4,3,3,6,6,5,3,5,5,3,7,1,1,1,1,2,7,2
680,1/1/1980 0:00,8,de,1627439382,1,29,2,3,1,0,1,,3,5,1,3,4,4,4,3,3,1,4,3,4,1,1,,,,,,,,,,,,,,,,,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,4,4,4,1,2,5,4,1,1,4,5,1,1,2,1
681,1/1/1980 0:00,8,de,1627054423,2,59,1,3,1,0,1,,,,,,,,,,,,,,,,,,1,5,4,4,5,5,5,4,4,2,1,5,5,1,2,1,2,1,6,2,1,1,1,2,1,1,1,4,1,1,2,4,2,4,3,3,3,1,6,2,2,1,3,2,3,5,3,2,4,5,1,1,2,2,6,1,2,2,4,2
682,1/1/1980 0:00,8,de,904442775,2,31,2,3,1,0,1,,,,,,,,,,,,,,,,,"Ambitioniert, ehrgeizig, fröhlich, liebevoll",1,2,1,4,5,5,5,4,3,1,2,4,5,2,1,2,5,2,7,3,2,2,2,5,5,4,2,2,2,3,4,5,4,3,4,4,4,4,3,5,3,2,4,2,2,6,5,2,5,6,7,2,5,1,2,2,1,1,4,5
683,1/1/1980 0:00,8,de,575639591,1,22,1,1,0,0,1,,4,4,3,4,3,4,4,2,5,4,5,2,5,3,1,,,,,,,,,,,,,,,,,4,7,5,7,1,1,1,1,3,2,2,4,4,5,4,5,5,5,5,5,5,5,2,6,6,1,1,6,2,4,1,2,1,1,5,7,2,4,2,6,1,4,1,7,7
684,1/1/1980 0:00,8,de,816512019,2,37,1,3,1,0,1,,,,,,,,,,,,,,,,,Ehrgeiz Oberflächlichkeit ,4,5,5,5,3,4,4,1,5,4,3,3,4,4,4,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,1/1/1980 0:00,8,de,156763543,2,19,1,1,1,0,0,,,,,,,,,,,,,,,,,,5,3,2,5,1,1,1,1,5,4,5,4,1,5,3,2,1,1,2,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,2,2,3,6,2,2,1,3,2,3,4,7,7,7,7,7,7,7,7,2,1,1,1,2,7,1
686,1/1/1980 0:00,8,de,1769746246,1,19,1,1,1,0,0,"ehrgeizig, mutig, hat Durchsetzungsvermögen, charismatisch, freundlich",3,5,3,4,4,5,5,4,5,2,2,3,5,2,1,,,,,,,,,,,,,,,,,5,1,4,2,1,2,4,1,3,3,2,3,4,4,2,3,5,3,4,3,2,5,2,2,2,1,2,5,2,6,7,7,4,6,6,4,4,2,1,3,1,5,5,7,4
687,1/1/1980 0:00,8,de,1188885033,1,23,1,1,1,0,1,"Selbstbewusst, Stark, Unabhängig",2,4,3,3,5,4,4,4,3,3,3,4,5,2,3,,,,,,,,,,,,,,,,,3,3,5,4,2,2,4,1,3,3,2,1,3,1,3,4,4,2,3,2,4,3,5,4,3,2,2,1,3,3,6,5,4,3,5,1,5,5,2,2,1,1,1,4,1
688,,2,de,1896305957,1,18,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1/1/1980 0:00,8,de,487809921,1,32,2,3,1,0,0,Oberflächlich,4,5,4,5,2,4,3,2,5,4,4,2,5,4,2,,,,,,,,,,,,,,,,,2,4,2,7,1,1,1,1,7,4,3,1,4,1,2,4,4,4,4,4,4,4,5,3,4,2,2,2,1,2,2,2,2,3,3,3,2,3,1,6,1,1,1,4,2
