"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","1.84166245501716","-2.94713637955513","1.43401862362322","4.93376256941306","9.92956425449366","-1.50920843128209","-4.24036593738083","-12.2666751293585","52.2178104947417","1.55760966486784","174.124899123942","18.3536338565589","-8.41645727461547","11.281797849518","-2.85853781837255","17.3472829649541","0.310292493796709","2.48343644352782","3.72479349391604","1.64692280083878","7.92252092746872","2.04500126649476","0.78354015251378","0.643910356897521","0.416496920595705","2.07814246218723","10.8999410239054","11.7012050780524","3.33128867371448","2.30065869679741","-0.817303914071417","4.84220185792941","3.05054843460223","2.78638591307889","3.68569881657059","5.69907536329808","9.27261158813218","8.54398138529213","9.76021614112499","9.78687781354519","8.14659419112915","3.05760398914458","3.18654824133226","6.10281863166244","6.82588899812171","6.7362689883129","3.08225061672943","5.79108749896533","7.88515083296065","8.75157050870286","8.36842848619091","7.20252708144598","5.27748493745135","13.3992476568419","1.95144866569505","6.8772247873174",
"Bulgaria","BGR","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","12.8377185734932","4.24904616143667","10.113074537992","-2.10227343406355","12.4898662324058","6.550514665953","5.58477802390868","-0.727037190062347","0.0764786564654685","5.79243071670545","-11.4718338480813","-14.8598410246495","-12.5211217940488","-11.8506031964813","17.529809265281","-23.4626459330197","-29.7890277768689","42.7200989041514","-6.21654638927562","1.21581422491381","1.87379479182744","0.669501975572757","8.05121460557929","4.24100348777752","0.274292492578525","5.68809796334521","-0.966376473647628","2.96814534703478","-6.22759716708372","1.6536149181029","2.36624556807197","-1.87409596179067","0.638872860712141","-0.0471249641214087","1.80632906769308","2.19326144518261","4.28797983194373","5.3522315771682","1.9957351227566","8.34214991758024","0.402981580493588",
"Bahrain","BHR","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37442441783975","8.21043675553035","12.5613360707057","3.74227097508602","7.64598062319979","3.68465556984165","9.01443381892931","10.7100767567457","11.5947126777251","3.67292091773254","18.0812250972109","15.0733475624216","4.07993829159577","6.16033039149129","1.54863601724496","-1.20700060350029","10.9840376085629","1.84413185088044","-1.50949780530676","-2.06418735148442","",
"Bahamas, The","BHS","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.35320237286555","5.47432372155173","-5.18014723701712","-2.55814595417434","13.767195763495","-6.05912524831746","6.53961775157998","34.107295460216","-1.30851681070023","3.57535157881708","2.81412439505289","-1.30389934913994","0","-10.3128749015596","-3.18980444291259","3.13384758836992","1.75068013512292","-0.167209221548177","7.20042074601506","3.88636037708791","-0.292797047327042","7.24159288811164","-4.6638989488561","-5.24128886956645","-5.34541762250386","10.5015574343653","-2.90297992291319","16.9877135683974","2.29101383217802","13.8095355975839","-12.967514600485","12.5528737714853",
"Bosnia and Herzegovina","BIH","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.94052361371223","0.52669631920017","4.93483792503253","-0.0351359391698338","1.59307113673022","2.99809780748113","3.64519860325873","3.1509568189425","1.12617060607592","1.67511495121522","-0.898460110358442","1.22054862426356","-0.205745075867497","1.49261615052332","0.0633263392368946","0.0212242162264715","1.43518415922073","1.00074037843036","0.743800571826284","1.4317258647129","3.11844477736958",
"Belarus","BLR","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.29998091013189","-20.1000331397918","-10.8999852158381","-2.19997150388032","-2.30000566621746","-1.30004983610844","7.10003395987162","6.80000963948456","5.799975774899","6.00001456001993","3.30504193427092","-1.09908055212703","0.170544797957618","-0.164762192925551","0.363076067611985","-0.152324296797687","-0.51020503250237","0.320030861691166","-0.0801375568662905","3.12009390423387","-3.02652468279533","-0.636339287944182","-2.00254120355284","-1.97845719253652","-0.568162849891138","0.329216015796561","-0.924351506819576","14.7857041134907","8.5090972414221","0.0191230035623988","-0.0891759893972903",
"Belize","BLZ","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-1.86441007264196","-1.35384563830104","-2.23966700698128","2.25348099808652","2.93293098769132","4.29126718516962","3.79974441046065","2.57235332776402","3.45431330117239","2.32042258753174","8.8235294117647","60.5405405405405","3.36700336700338","5.21172638436482","3.09597523219813","0.900900900900893","2.67857142857142","6.37681159420289","7.08446866485014","7.8880407124682","9.19811320754718","7.77537796976242","3.80761523046091","-0.193050193050198","-1.54738878143134","-1.96463654223969","9.81963927855712","-0.364963503649633","7.87545787545787","4.92359932088284","1.13268608414239","3.36000000000001","6.65634674922602","0.870827285921621","6.90647482014388","5.24899057873486","2.55754475703324","3.61596009975062","0.481347773766544","-24.0718562874251","15.4574132492114",
"Bermuda","BMU","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.11260596117036","7.98427913422417","-5.13432241955968","-4.33504066290121","2.99849396211617","-1.93595519298673","-6.89098584554259",
"Bolivia","BOL","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","11.1747850997371","9.27835051517876","7.73809523881313","4.83425414305276","22.3978919642522","3.44456404748101","3.225806450874","8.66935483691607","3.89610390201052","5.35714285602616","8.91064256761211","10.9587462509624","11.8184650604173","9.05544719943265","11.0202691168738","6.05247007996739","3.08860759659217","2.86977266448937","15.892503922933","-6.39749795268058","8.37999999999998","-2.91","-11.75","3.81","-7.39999999999984","-14.1200000000001","-3.81144647549677","3.76544209190331","0.880342098629853","-0.0858019982674563","3.34083391400864","3.69230277202549","2.53277713093118","3.13234794240064","6.63040498103142","2.60549802892851","3.36012881737898","3.80079630237825","3.21022172778113","2.07852605443347","2.86272914345014","3.45709153625226","3.57278787032584","3.14828088825716","3.35591158978595","3.27340758017914","3.76814307606543","3.91100184265653","3.82003576645997","3.0687223504541","7.24307357701923","4.88525743788517","9.29023145156134","6.71913609688177","9.16744842153783","1.56711631485047","4.93794709940052","5.14718209895706","3.75825886140989","-2.76324728973889","5.38900206025458",
"Brazil","BRA","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","7.97075691344126","2.01308152805093","7.23723611190638","-2.4537608379548","-6.28955318911648","4.69800816188504","9.61493841964172","5.84822538045458","7.7348447582895","6.67902293704958","8.90212709098437","8.53455864684058","12.2748756530092","0.181793095868727","15.1578746928287","7.70053326105085","-5.48393555730301","5.46796416191637","8.16287864711312","0.184803790879499","-3.10805240528435","7.78352636570807","-8.21348531565037","-10.7529114341798","27.1757465426911","19.9162102975853","20.7939416706575","-1.28124133867155","18.5100337014019","-13.8941670537485","2.33406929771864","2.84012622458418","2.30845462657842","0.3318280772626","1.34353899141215","-1.82573956592177","1.24643287979576","3.2217667189563","1.68820631000428","-0.151267041435759","2.61592311190695","3.81632360875379","1.59656256318985","3.8760372139751","2.01094495173221","3.56079885219536","4.06914666905993","2.04504004715906","2.94516787345786","3.92066460043155","2.20429627344154","2.27700547497203","1.51012127801991","0.813084804577755","-1.43656820576925","0.211001064322303","-0.670687078269381","0.786890378619503","-0.48619283881834","-4.50154622738039","2.00254677852854",
"Barbados","BRB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32333246097127","-0.236518972277196","6.11663888908886","4.24486231657039","2.61466008285328","2.29741125177316","1.63331936793752","1.60707076979793","-3.87504803147169","2.0156286578042","7.69159341498531","9.28721391981091","-1.9744018169003","-2.58494475644076","4.13833585948244","-1.04629353844797","12.8308110090532","15.768199854435","-0.778313900375878","5.03693828242132","3.71663998313736","5.26110813362817","0.446639515164676","3.61991102178017","1.85482015337277","-3.58351501534895","-6.45913279833286","7.42339893436208","1.59205502628026","1.79786159268487","-9.55243008244371","2.49237709863186",
"Bhutan","BTN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-19.5918545258437","6.4844599995353","-34.2334211858007","7.17013152312261","40.3800475059383","31.5848843767625","24.8606943849121","4.3254376930999","42.5126521882198","0","8.09313040216608","8.6567686211875","7.56753592192176","7.26508181472285","2.76458322901041","13.9282257704174","4.57562349550409","1.2739536364907","20.8513443508682","7.5492778834477","3.58083313139828","-0.755104815546431","-10.108178282697","2.36837068957708","10.8014429181376","4.21354904830255","4.37943157232898","3.04515562099783","10.8014187549217","4.10334718013286","5.72624780370671",
"Botswana","BWA","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","20.4600460552341","13.4896712862791","2.10567954278132","6.65895925137181","16.8052039857782","14.1166446716637","11.7806524727558","11.1515378487975","14.0698302436341","12.4109242607318","15.5888357917437","28.614548909888","17.3201290576654","8.80372804106395","7.14817584993206","3.04013136712334","10.9412051344768","9.9234487678534","5.03588220264707","4.21279241640289","1.18084256184376","9.91277224739582","6.62914794891446","1.98128010697616","0.616597240319948","-1.441631270279","5.20156981644138","1.22002657632993","7.16333386753729","-6.32198990018895","-3.97388543062453","8.52399684457068","9.12113840537","9.10559543267124","-1.58019412134455","7.95472822843477","6.96521011118627","6.04611218006346","3.21415897647893","-0.525041381677127","4.14249290257283","-3.34102697507255","2.19299652041668","10.2748512125706","4.0096943492032","3.16906778888766",
"Central African Republic","CAF","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79798322176086","-3.92923619501681","4.42984729645902","-10.0559841161345","-12.8123473320426","1.86257419167393","2.82681552863997","2.58564324067285","-44.9256546469407","7.72048071236637","21.4819901183915","-4.91264409301544",
"Canada","CAN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","5.08271068231039","4.8817563958504","5.97842470623297","4.48466712310807","8.50704975021432","8.35741863337987","6.40904948147877","4.82727144886186","7.92055981187958","3.40739835096915","3.35274006823654","4.65225644317351","5.80388152046061","6.36138579536825","1.49214688679623","3.77561105756767","0.995355681859778","0.833031791546389","2.66326461492588","1.78240403085263","1.18373879763323","1.08510040727306","2.25788458813723","3.97847080249984","1.63321580919356","1.42903784626461","2.92121900433746","2.46099642249899","3.27626361311782","2.35523899628703","0.813603386389005","-0.199838789366495","-1.13573635966686","-0.993406024376029","-1.9079026592907","-0.594764723207916","1.92328651025765","2.16423447372442","3.43684529507388","3.40553447757034","2.26183067803663","2.88021351646326","1.87509465885296","1.06364053366654","2.75149333371967","2.37496336614559","3.76114481852787","2.69663019524977","2.25081067757489","1.31138574320113","0.697649972938038","-0.790212341777178","0.552878512126526","1.36300274328272","1.77788555711436","2.11577844837106","2.94126180530547","1.97304206484736","0.0448791334926426","5.82583784149907",
"Central Europe and the Baltics","CEB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.603062074526008","1.14890980514856","1.17978288795253","3.58276125118873","2.57192494511911","1.96418040626851","3.10596880612243","2.26581544755331","1.51649256862716","3.27427291469849","3.28996228291909","1.59007615220783","3.54136741687144","1.25431604574426","0.865487039718076","-1.29453112954299","0.00447716346742766","1.58827958903731","3.22514823591753","1.52373447043956","1.64553950104711","2.50704324259645","3.0031891859478","4.94635128933218","3.21432324236994","3.21778311927095",
"Switzerland","CHE","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","5.83903201240187","2.88270459708815","2.41545821288489","1.69811417431767","0.649349013530156","2.7649767177024","0.403587008273192","2.00982631989844","1.0507895692712","0.953206057655365","2.27802019426197","0.634446460615507","2.60695100492548","1.56768834326144","5.11960227032564","3.21014016292757","2.30713696934896","4.56658976466748","8.76591410430791","3.30555230606184","3.34120375867226","0.317209229288267","0.485349844865254","2.45872015826529","0.934030132007678","0.421082472152932","0.244862556282882","0.848929708593786","2.14095572109623","1.78212604622357","0.780467467184693","1.9074874628979","1.66054897405292","1.33896086880645","1.0887537682467","0.372495888230389","1.66916170348281","2.72272777486637","3.55138498150936","0.838941744771901","1.37262564521406","-0.0530965381610855","1.79933210454951","2.08959592792969","0.685411380210184","0.298319678599483","0.953214373145485","0.798853601072096","0.827220386213298","3.52210483043962","3.46912455143682",
"Channel Islands","CHI","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
