"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"East Asia & Pacific (excluding high income)","EAP","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.747124471744726","0.740518462417711","3.54838704509812","3.73687143804931","2.62135596970899","4.79232860192862","1.15937261436474","1.35497623260451","2.9927760083627","3.77155785951213","2.97399711037956","3.3519030437275","3.41449645256824","0.985645935788142","2.11469207262178","2.54781952249591","3.75674474303598","5.11142886357192","6.20954124517003","4.00477489814641","5.34137745789707","6.64370034226425","2.61833393882782","5.73687548708355","4.40898584388395","4.52746486095688","5.05228990979545","4.00309461157195","1.04835370830003","4.17662692888265","4.16872047179682","0.859977078583157","2.6109327449269","3.50364863387786",
"East Asia & Pacific","EAS","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.23859157742656","-9.10906998821804","-5.53387963262861","-3.82259724588823","-0.127556020741665","-1.26615134709328","-1.72869916721822","2.13624991528141","2.61045063549004","2.87197540671187","0.81823937453332","2.38149889446512","2.41176263037852","3.19524968012838","2.06974279418861","4.14850232808371","3.79073390047031","3.2361187516665","1.17815824588887","-0.12780552950089","1.55679320768591","3.73387054632173","2.11729298395986","-0.151396467597067","-0.65652690705069","3.54858010850896","3.19170092039589","2.45478379064194","2.96268568522804","2.61035146835367","1.863396298761",
"Europe & Central Asia","ECS","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","4.99589990984278","4.72413271533499","4.6253907991771","4.12683972098105","4.80251804237312","3.40386899572833","2.1928246043871","4.04676620388615","3.23123572829482","3.05433946563063","2.92643633879059","1.60016665928018","1.8114726846769","1.30567652922878","2.06994479938982","2.07769668363305","2.28353174505473","1.80249981548248","1.1558546179912","2.68455424314251","1.19185114304024","0.757665423921793","0.237634261884949","0.445991598226428","0.722847741894213","1.17280369929118","0.744513520691982","2.13820221758067","2.32292451243168","2.49988404981639","2.41815179181417","2.47847603865259","2.16533353660984","1.87936794271195","1.74810939595828","2.27244874242976","2.1354153078519","2.60357227872758","2.14724059280451","0.693483220868259","0.147854567513804","0.556166665590439","0.571300940544958","1.08765232594492","1.13106687054076","1.94188013601047","1.28174766076575","1.15638186473586","2.29017194665451","0.0325450021308171","4.95860394974817",
"Ecuador","ECU","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","9.2307692309417","3.30177787628656","-2.52570406376482","12.2448979602238","6.23084780239739","1.21059807579702","6.0178361938417","6.44151593947969","8.43504065922961","3.42268046929679","1.06320500482518","1.49248014792069","13.502341687238","67.4643024408308","4.90534093079648","10.0732976639571","4.3295420319826","7.7183917876584","1.0415386230535","3.74845549327492","0.879470450638337","0.644641980999467","3.56698607223838","0.708454430263131","0.230062588810043","0.480073739326372","-1.40693835717281","-0.412327121145424","8.00292491321019","-0.785465539014965","1.83228984203323","0.784331861169548","1.95376387152683","-0.10533724420624","-0.342926949308207","-4.4126597097523","7.08525221076302","-2.32116176708125","-2.86491640118132","4.00417354943224","-3.32348872217629","2.36333028510758","1.1528756634473","4.48065472325048","3.55084269977756","3.79506394903757","5.68759584333796","11.0713286853794","11.6114616719978","4.3884204545882","8.69725604959031","11.1111224477042","10.3037364619198","6.68653326830224","2.14072459480647","-0.17093532275311","3.21516464147294","3.4956511149622","-1.98674903655244","-5.06795413274197","-1.69125615218341",
"Egypt, Arab Rep.","EGY","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","11.2231477434272","-5.28182893041874","26.7582188903108","23.2764281021455","2.5565912115693","8.41339911909115","-0.598802395227665","14.6506024075321","15.1113913413183","0","13.4192463934049","11.6956897606953","6.71163202271239","-6.95264739511047","30.1158370767609","-4.30027527749994","5.91619373448722","-3.65531415180162","0.883742191147505","6.64234021871668","7.90578257989463","-2.29799211849607","6.07962947373622","5.07627564448865","3.55444305424378","4.10925791597319","5.10796378029595","5.44217687365418","5.80645161357971","6.09756097528016","5.74712639403224","5.97826091102358","4.82758621473469","4.60526316502757","5.03144651871725","5.14970058871766","5.35307521616343","4.02298844738478","4.71454881005387","4.39676401615073","4.892966339456","2.78399574227781","2.72536687245145","2.04081630920896","2.80000003216239","3.11284043106967","0.188679278595913","2.13270140829349","5.56844546950941","4.50549450247884","3.7854889744616","3.1408307952029","2.19017093751155","8.41610036624958","7.03953714255965","3.91891889881693","2.51408756670692","1.6561964591662","2.80898876404494","6.72131147540983","3.68663594470047",
"Euro area","EMU","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","5.6541896073703","5.01984612340895","5.22666264824136","5.02307568935791","4.83952597812061","3.77745697745438","3.18830711602803","4.66266307272861","3.50673539339166","3.52321299964574","3.62128469321968","1.79805928156316","1.85899985722533","1.39459723435841","2.48418542421712","2.2143447135881","2.87168962251015","2.37395791271207","0.89698298131951","2.70220812130633","3.16578935469656","2.92721171435851","1.14470293025218","1.02426517409053","0.800381678009515","1.74183162973102","1.25405893358241","1.90659464288055","1.77902747414662","2.44487539490838","2.46854484784049","2.09155717354739","1.85387361051409","1.31100081381241","1.53967429444812","2.050587299745","2.19781052042278","2.61151896115655","2.37788984957474","0.816314322926388","-0.0606483228200432","-0.22346313892389","0.248502608826115","0.769119397975643","1.35397759307614","1.94561398844171","1.07466603799932","1.02710022945161","1.72589238851566","0.945473371756918","4.29905938263413",
"Eritrea","ERI","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8907623991189","21.8533947584829","55.9931875821742","0.734919820651967","-19.3368975629407","90.5435630178074","30.425792235624","-13.3473604463556","-15.8042026253907","-5.1066101286038","21.2727465933758","-18.1165138687713","-6.17932866255416","-28.8999728070662","-0.61831664543466","1.10306785836181","-4.82848792074186","30.1199343676592","244.453343292942","","","","","","","","","","",
"Spain","ESP","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","4.30162495383692","5.20087100752322","6.39854628624687","9.30084426951412","5.20019045927624","6.89965126858432","3.89975763095723","5.39976824904262","4.19890260764065","3.49127165346204","4.06488400630873","4.78204930810817","3.24732326228161","1.85736180177447","4.33548972765483","4.6492561000304","9.16629971159392","3.64782076173229","8.32573351324717","6.2733852738952","6.03508990509474","3.49464535828039","2.65880701033656","0.535177272554364","2.4349806941475","1.09923103868159","2.61755485893418","3.51707893530985","3.78898484095427","4.51562698751189","3.83871937687033","3.79402112462427","4.79385175393732","6.27646357850968","5.56523087566949","4.88652350039831","6.21451579888605","5.98327442020863","4.18602648087625","1.5197791750295","0.0443362679720281","-4.20555676144997","-1.98360996242376","-0.621767147962288","1.97438246027247","1.0203548192399","1.02510302779397","2.25385693596532","1.8808377697727","3.47096503108895","2.85772298015362",
"Estonia","EST","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16390131294186","13.5402645738887","-2.69932315093619","-0.470388498271078","4.3699160258536","1.09017032713274","-3.33205627978499","2.44517065083221","3.12096095031249","3.83124608856519","2.44045651714589","2.94066206761887","4.78046209877422","6.09855261505483","4.57091362621314","-3.17053384232318","-0.680932956546897","2.38686607077648","3.16959728234791","2.77754730829372","1.37455470895922","3.0874068054394","2.54383658440329","1.9053664380742","1.12165506731448","3.05805159772341","2.80664117916669","3.96919821687389",
"Ethiopia","ETH","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.258652262950548","12.3344163181557","18.0243902228224","3.7927639331875","13.6391447227386","8.3000186713555","-3.97176187406684","-2.55567129123573","5.46640945528389","2.05631230241966",
"European Union","EUU","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","5.44068838187277","4.82925013787549","4.93917673687412","4.78667956569107","4.63866615709389","3.7780514968935","3.12644760190402","4.6379585834422","3.63476447848639","3.43481194472378","3.5486690506626","1.79516204037571","1.76764173662434","1.31012648230072","2.49064375779912","2.1702298732891","2.72859529924415","2.19355712019392","0.925926141265592","2.6050727854052","2.59626786245921","2.4392549113137","1.22421688905186","0.86246033052899","0.811738830733574","1.49191263242648","1.12557496373276","1.92823515862463","2.02031843243884","2.32714100480136","2.29581110895947","2.16299113825444","1.74712333673617","1.27213670880218","1.5703575993266","2.0975033073825","2.05391097025841","2.62218856260273","2.32445535606057","0.886978530436338","-0.127564096136354","-0.114632806542559","0.397704429700042","1.00081441863158","1.38717855306483","1.95598764397971","1.14189350632712","1.15237376063129","1.88808269436961","0.957843433159852","4.13970018139717",
"Fragile and conflict affected situations","FCS","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.46012553235791","-1.54607597604618","10.4735534381132","14.5672419987012","-2.44289470643912","1.71273778630605","0.775144407944367","-8.78349182672913","-1.61805682369354","-0.00367779168864502","8.95841590860864","5.05874532666991","5.95440948952105","-8.7667523820967",
"Finland","FIN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","5.76590472488175","7.75110559311254","5.5933109899661","4.50128101525971","6.89641471984754","6.25833036351663","4.26543368440508","3.13469744754322","3.72098885456687","4.64124978200519","4.53131146954686","2.59340358560284","3.16481024478091","3.32309681590432","4.3237493351688","4.10256410256412","4.32978999222193","2.41329798983874","3.2245888379617","4.53951836180326","1.74895062962224","-3.20449857577842","-3.81034526497375","0.200437798349014","3.02687337141052","2.07189024857573","3.31130800420483","2.02776364561379","1.69777271216222","1.27950687618204","2.38375175784402","2.42957825763888","1.25082435700155","1.44597147137367","1.98394863563402","1.15420129270545","1.26135844985684","1.77422659291129","1.4272485707384","-0.256028579934508","-0.127347978350841","0.561842524705128","1.16891865118676","-0.325082249725838","1.27116979056152","0.85556310020371","0.20967183472473","1.90613302620213","2.03247438215793","0.2972289401296","2.9193049624503",
"Fiji","FJI","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","6.23077477521443","7.01875896463851","5.51929958806912","6.13786993667189","4.74833651915019","4.70626097840385","5.39045294862954","4.38565428580718","6.07193456958876","5.31233710218181","6.30024419335831","4.64903961845866","6.49915127887408","4.88213129620168","5.58172763212981","4.05474077339916","3.13684629488127","6.42927829729101","3.37472917314126","3.14308020994835","2.89187975181306","4.36894601334087","2.60305486430153","2.14225543193419","2.90340330835173","2.64415577201791","2.79457810480395","3.49486987277645","1.38280613916262","3.21219054523985","3.50793693669571","3.2652439359511","3.52141061147178","0.348460493564275","0.000760879472068154","2.32978150711214","1.01926493899734","-0.67993327124168","1.56706658356138","1.80242854097123","1.03459310189396","1.79921122937597","1.93188678394398","2.1815230770334","1.26263524639801","1.34314516654663","1.81783800860001","1.1366766414977","2.40842041576592","1.28069051194404","1.05225463796384","1.59889799317388","1.47384117495359","1.3051596751209","1.00645911990415","1.4076010699274","1.35794478283164","0.799319615855993","1.0078081206063","-3.97568907050145","6.43079116079986",
"Faroe Islands","FRO","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","21.8749971914391","3.84615920542998","8.64196831980504","11.3636352360731","1.02041263344397","10.6837558824513","22.7799293627112","5.6603736750592","7.44047936746605","6.37118963247741","9.89583696802198","32.9383842409255","-15.4612883071413","20.0424775831053","53.9543857368819","12.2143270961351","12.0042776670159","-27.974563886643","-1.76577377555344","32.220966568181","18.7531423031577","4.86875529375916","21.1142510944043","9.23333333474423","-2.19713152257719","-5.3666146550613","-19.518628419245","-1.31093814465169","-9.83810710423717","-2.9005524859533","3.13276434389029","5.65182491003713","-2.02136638547515","0.820224586249836","0.357497679726009","17.9000000163286","1.60000000345258","25.1999999767532","-16.8999999828203","-6.34939187558453","16.6334556040882","2.77584751018134","1.1247861269765","0.566109602611647","2.54091309563674","10.971794663029","6.45850631548521","4.87507752135753","6.33294729264252","8.16620321930644","10.2191246283406","5.81631252809467","11.8483216036749","1.60667830338308","-7.27128883745661","-2.9479695082329","-1.33571308463306","-21.4680951732992","6.14069999214249","5.51950064015546","3.16189039107675",
"United Kingdom","GBR","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","3.11277145922683","4.56192661101819","3.70249142838226","1.99959126421507","5.69915211959957","1.8004441774647","-1.39982593031546","1.79971523396813","1.61706224452729","1.55898881603139","0.222902852827531","0.72427884056701","1.75721556968118","1.23096313281434","-0.328268005923277","1.44801057629908","-0.0849078923650382","0.156074581185493","0.958280577324771","2.1922428912772","3.01087709512184","0.739024214997812","-0.683709438325508","1.0532724113979","1.30518524438503","0.67893425359658","-0.216663331151651","3.82651785170323","3.50783910806365","3.28828704370814","4.29838580086275","4.09398299774593","4.47754185936849","4.22030963220401","2.40903503036776","2.08763694018788","1.34422081832288","2.03457417405137","1.39898096444301","0.154864639217607","0.182786332806486","1.3760741579359","-0.0444165409395794","2.1593896306924","1.19100888745891","0.774224927743546","0.423587869512602","0.325066553192841","4.14903650022271","-7.31215579787738","12.6306848251562",
"Georgia","GEO","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.2869446742251","3.29803023823301","3.80643904339779","9.02991202346041","4.34866807247063","10.8753479740179","1.07682865591698","1.61367483624053","5.72158804889089","7.11705747393236","7.78377871719043",
"Ghana","GHA","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.176247298819376","12.7304338192913","-10.6833189980193","17.4226775721745","80.0251058802979","-10.5578180872793","-16.1099790726907","7.64886227083529","-8.50264023364035","6.12442184861202","-10.8226097466192","1.83130451149469","5.38307265508216","10.1030624418387","82.084919100168",
"Gibraltar","GIB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1111502319007","7.01691863825131","67.9922733498531","53.4856075559748","40.1176028355738","14.4472954310252","41.3846547435228","0.367243756936702","17.2525851332922","1.47981508988913","1.88081648980918","8.68205786987599","-29.3752156000367","4.38095901345386","16.7993306566274",
"Gambia, The","GMB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.56670262495504","6.15543328748281","-0.259151279559447","25.7551152971744","5.26859504132231","9.24926398429832","-7.16370985852235","-1.25786163522012","12.3869353258207","-6.7159096167792","0.723095202927865","3.98376430792462","-6.08857570026419","3.7114498750943","14.6145926754778","31.3074335116716","-7.89954337899543",
"Guinea-Bissau","GNB","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-49.6522165515907","-1.72051982047081","38.8294142522751","15.3970719357461","52.3817143856413","-23.5337797472306","-1.0369715113776","-12.0693506000898","2.19438790423811","12.4741370295699","12.0472906122433","5.81600902938924","-19.5114996067137","88.7629517656394","-1.28292521538673","-1.76901491303329","4.93744572813677","5.09374191881847","16.5863257540373","9.02172904332394","",
"Equatorial Guinea","GNQ","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0443974208284","19.2466238000882","23.4322081208828","14.7822385399207","12.6754621817575","22.6658273642751","5.99317346618204","25.4427608783016","-1.20462785120623","-0.816857887940927","-5.29557356834243","0.931441794730731","1.56755280708639","0.556299201613058","-3.16621369327432","-5.70618355970652",
"Greece","GRC","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","4.39858627294242","6.67230676493746","4.17317089185185","9.33357091581406","8.96419353579843","6.26484731432373","8.46832558224004","1.34411350571875","7.67040153690547","4.43683996049707","4.94148392946158","5.66615106748192","6.60599062822979","12.2826956866402","11.9350765490367","5.13267135281556","6.52550185028676","3.50317505138045","5.84614054213444","0.203398721172988","6.8176340350748","-2.04668435360796","3.59790940151254","2.68134255246837","3.8367751984246","-1.09425487194196","0.222620408421818","-5.49985278766628","5.39999947710209","0.599997939773374","-1.49999890411289","-3.00000135595168","2.60000063084192","-1.09999775018721","5.60221088619201","5.26819822446068","-3.16703139780627","2.59252613639227","3.57026269486052","3.63334574625425","4.76438045620901","2.72132998614669","2.98888815691079","4.07959131785441","4.09626677463865","6.80166086507803","5.39465761365609","-2.33201217636817","2.02356550554002","-4.1678860937301","-6.95542120339182","-4.86579386191289","-6.35357455897133","-1.24234906400589","2.71572134322807","-0.109071187298483","-1.07301587144514","-3.45190558558983","2.08595940413396","2.61469805375229","2.18349166409403",
"Grenada","GRD","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04566050888812","-1.2590548464988","4.73362445414847","0.450300200133412","5.96048480823509","5.89157004073959","-2.47114530926311","-0.0606888180852678","0.971610748443894","4.13471658397233","-0.202136875541441","-0.549768518518519","1.77480360779749","1.64379645511721","3.02348474194909","4.39530439530441","-2.11820083682008","",
"Guatemala","GTM","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","4.52260388869141","-11.2980768649487","-1.08401181544511","9.45205522758738","6.50813680441473","6.81551123136745","6.27062983597075","0.621116783788509","15.9465011339307","11.4463194685866","-7.40446028250706","10.5760990882486","0.0777585744299927","4.73970692988061","10.16320400248","11.1111098351864","6.72727398679594","6.30323596297761","6.2500004567418","11.9658112306683","4.4454427575197","-1.24677557425372","0.087069426977024","2.65332875246051","-2.11864517821262","5.15151635000835","6.99876467333208","5.040400270603","3.80952337225919","0.423430147793908","-1.26493335066409","11.3878998309997","8.43319513366494","2.96382519786957","1.32297377536297","-0.0121720407488652","6.17080062266776","9.70171713706985","7.62926782591545","7.85488133407493","5.36977381451003","-0.0891497368391043","-1.45313788758952","-6.64207880981004","1.66086030714008","5.71191737749123","8.27585662416944","11.339539756212","14.3336995803643","7.7926315270612","4.13395987392464","5.83896981053161","5.6448162870313","3.63636630554551","0.943115552502945","-3.06299312685773","2.05883161919812","7.62529699927433","2.73864829240951","1.52323967480041","4.98261603545269",
"Guam","GUM","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","3.02013576651483","2.80250647263645","2.63077811484752","3.01378525741127","4.64630338296482","1.98814847379671","2.20593003072406","3.19753656607789","2.23804282809577","2.55149374290986","2.7110951195238","2.03973986796339","2.47621172295153","1.78010876401235","3.28081058367233","3.0901702293022","2.46698941784327","2.24831152376861","2.26428918887163","2.97041024917375","2.60963087885339","1.74228217811623","0.97413773360438","1.04322690585978","1.12881802054775","1.32412390938256","1.45505382116875","2.05359125159355","2.6410783410974","2.31085419092491","2.99134123241573","2.95150569148745","2.03024051921732","1.7957853954574","1.49521692502425","1.82299052162931","1.96464900297953","2.38253524966309","3.1873999166512","0.891342488574054","-0.210019467014391","0.290511159923994","0.275117365127613","0.947022966463223","1.49714062309954","1.5044589765601","0.99577774129645","1.55558084268334","2.69900699756258","1.3967749686407","3.71982476719603",
"Hong Kong SAR, China","HKG","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","4.46135677732582","10.4383871372943","9.86123748862602","8.0598405632053","11.2191616766467","10.3200241202567","5.57919806348339","9.0747725759929","5.07865473284512","3.06188294508614","6.48968475096265","10.3745296331138","9.13836729258225","6.72344787192503","6.15581624019575","8.75212717833833","9.4144911460603","10.1033689965423","7.70141400854982","21.1101612115291","5.72404578228205","6.39180666006939","4.15984938476366","2.94364469692079","6.32302836479171","3.37062084693116","4.00433620829016","5.23351497641077","5.2729895044137","8.10877728717038","13.5025574471334","2.62111826308038","3.97380943017814","3.27414159370134","4.07065817824466","2.86920821114369","1.11749680715198","3.47670170057287","2.44662648895478","6.33217735415515","2.86924812293347","2.37686543576676","1.38645463742715","-2.56867925942583","0.891942704101027","3.16163715042796","2.02575971764097","2.32287511263453","3.35255357846151","2.45383274888356","3.56020461042108","2.70456774131065","3.06359403548065","3.42353470427217","3.44033146320066","2.83840849562569","4.24111165014899","5.06916118995144","7.86634521685208","4.62850254156999",
"Honduras","HND","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","4.21725380701325","0.980985862570336","1.88221855067663","14.2431425931644","-2.08656837509014","8.20458063765412","2.01871097791016","1.78571482882217","11.0004745515329","15.7624930697029","3.321033346194","6.07142902021671","-7.74410880382436","14.9635052025029","6.9841264760462","18.3976254283997","6.01503829659839","-1.41349533914638","5.51567812618059","11.5884950471417","1.2192513368984","-3.42349957734574","-1.66301969365426","3.60480640854473","5.31572164948453","9.31987355970224","6.03488480552188","9.04292751583391","2.76702161987738","-13.4547452704294","-10.1859410430839","12.8862855988689","-9.37555913401324","-5.07403751233959","-2.76622296173045","5.29411764705883","-0.96495683087862","15.425641025641","9.80984538830639","15.7201812591034","6.39479186333536","3.13502287186498","3.73370209403399","5.36610538084909","10.1354975629096","3.85230280571731","12.7772368830189","4.33912033375069","6.94931186997223","-1.01585758551552","-0.959173735662517","2.34513475435168","3.16500409754994","-2.56310922758453","2.09197627299709","4.39994020644512","1.42354922699543","0.997507160875429","1.66374845506445","2.90470694227854","8.50049401034434",
"Heavily indebted poor countries (HIPC)","HPC","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.09598910998656","-1.90183233439345","-1.07063175223597","-12.4560004844143","-1.29684404945635","-5.65411549889248","7.45884101805055","8.06395165443246","1.61613314207594","7.74666581832031","9.4570688259997","9.51040276927438","8.01539643093068","5.55902968776989","7.02445614282993","6.14478961858636","5.7242052969488","7.77130053520527","3.15698404958162","6.21335522807523","19.5582163145582","-1.77931139991749","4.93093698571381","4.66986479157956","2.48665213687451","2.94745101061515","2.6530288687955","2.00063071980996","-0.304790647771497","1.0180444770286","8.88614869097776",
"Croatia","HRV","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.93094081543964","3.06017130164287","2.73962198462989","1.91769474606038","-3.01405714305835","-3.51825232322811","7.32257833088943","2.15368162932781","3.40333522246945","2.80606550181002","5.24962944265042","6.97110475292976","-0.293939217714268","2.60371642674984","-0.103339569515839","1.10667669767723","-1.0760053531906","0.408808778295139","0.996269983912029","-0.975052827802543","1.05824544631629","2.20725067252813","2.30551045109537","3.0903840663006","4.2820294896956","3.02286528548039",
"Haiti","HTI","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18276659701044","2.69931020700929","12.6824688505064","2.47403471161418","3.16903509050147","2.35162720684514","-0.705746135960041","1.16496276569249","-0.0875346627244085","1.09999408505692","0.220822955260203","1.33038850044946","13.5642750678758","16.184107272256","1.58928593074781","-3.01236514385995","-15.5493610575509","1.38986912305923","7.28903823181533","20.2525906249763","0.442764502168956","0.621494993180804","6.72804171355592","9.31586112860774","1.7516664634351","7.242458923924","15.8801319506545","7.80358377198174","1.47372668468557","4.1746958029713","-8.55967245342173","11.0886722928673","9.71456367770138",
"Hungary","HUN","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.06103982636215","9.80478989213931","-7.39074835277063","-5.69903624134631","-2.79326653076373","-1.03057972952799","-2.49343128317872","1.65058764376846","4.19833176481733","3.97624507752529","5.48947540358706","5.09825109632678","0.864064118893168","2.00135337320174","1.80562183770026","-4.26767241610153","3.0536903365292","0.733280729950181","-0.189645227906325","0.374262527504371","-1.36187909286744","3.11464710808318","5.17023316268097","1.94870886224226","0.739605074885347","2.75200806914302","1.79889988665865","5.83405704958369","-0.496202187821837","1.98151533949662",
"IBRD only","IBD","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","General government final consumption expenditure (annual % growth)","NE.CON.GOVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
